Location,Fuel Type,bt,km,Transmission,ownerNo,oem,model,modelYear,Displacement,Insurance Validity,No of Cylinder,Color,Values per Cylinder,Engine Type,Seats,Mileage_num,Torque_num,price_num,Power_num,Location_encode,Fuel Type_encode,bt_encode,Transmission_encode,oem_encode,model_encode,Insurance Validity_encode,Color_encode,Engine Type_encode
Bangalore,Diesel,SUV,17100,Automatic,1,Hyundai,Hyundai Alcazar,2022,1498,Comprehensive,4.0,Grey,4.0,1.5 l diesel CRDi engine,7,18.1,250.0,3.1112906141882632,113.42,0,1,7,0,8,64,2,55,79
Bangalore,Petrol,Hatchback,75000,Manual,1,Hyundai,Hyundai Grand i10,2014,1197,Comprehensive,4.0,Grey,4.0,Kappa VTVT Petrol Engine,5,18.9,114.0,1.3837912309017721,82.0,0,4,2,1,8,70,2,55,291
Bangalore,Petrol,Hatchback,75523,Manual,2,Hyundai,Hyundai i10,2011,1197,Comprehensive,4.0,Red,4.0,DOHC Kappa2 Engine,5,20.36,111.8,1.1378330018213911,78.9,0,4,2,1,8,80,2,105,202
Bangalore,Diesel,SUV,47000,Manual,1,Mahindra,Mahindra XUV500,2015,2179,Comprehensive,4.0,Silver,4.0,mHawk Diesel Engine,7,16.0,330.0,2.545531271604435,140.0,0,1,7,1,16,129,2,108,455
Bangalore,Diesel,SUV,36500,Manual,1,Tata,Tata Harrier,2022,1956,Comprehensive,4.0,White,4.0,Kryotec 2.0 L Turbocharged Engine,5,16.35,350.0,2.990719731730447,167.67,0,1,7,1,27,224,2,129,292
Bangalore,Diesel,SUV,50000,Manual,1,Hyundai,Hyundai Creta,2016,1582,Third Party insurance,4.0,White,4.0,U2 CRDI VGT Engine,5,19.67,259.9,2.533696813957432,126.2,0,1,7,1,8,66,5,129,383
Bangalore,Petrol,Hatchback,90000,Manual,2,Hyundai,Hyundai i10,2010,1197,Third Party insurance,4.0,Others,4.0,Kappa Petrol Engine,5,20.36,111.7,1.0986122886681098,78.9,0,4,2,1,8,80,5,83,290
Bangalore,Diesel,SUV,70000,Automatic,2,BMW,BMW X5,2016,2993,Third Party insurance,6.0,Others,4.0,Diesel Engine,5,15.97,560.0,3.684118137012226,258.0,0,1,7,0,1,18,5,83,209
Bangalore,Petrol,Hatchback,52571,Manual,1,Hyundai,Hyundai i20,2016,1197,Comprehensive,4.0,Grey,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.8357763546448294,81.83,0,4,2,1,8,81,2,55,291
Bangalore,Diesel,Sedan,70000,Automatic,2,BMW,BMW 3 Series,2010,1995,Third Party insurance,4.0,Others,4.0,In-Line Engine,5,16.07,380.0,2.5649493574615367,181.0,0,1,8,0,1,9,5,83,249
Bangalore,Petrol,Sedan,61993,Manual,1,Honda,Honda City,2015,1497,Comprehensive,4.0,Silver,4.0,i VTEC Engine,5,17.4,145.0,1.9050881545350582,117.3,0,4,8,1,7,56,2,108,429
Bangalore,Diesel,SUV,57000,Automatic,1,Hyundai,Hyundai Tucson,2017,1995,Comprehensive,4.0,White,4.0,e- VGT R 2.0 Diesel,5,16.38,400.11,2.9041650800285006,182.46,0,1,7,0,8,76,2,129,426
Bangalore,Diesel,SUV,80000,Manual,2,Toyota,Toyota Fortuner,2021,2755,Third Party insurance,4.0,Others,4.0,1-GD FTV Engine,7,14.24,420.0,3.5553480614894135,174.5,0,1,7,1,28,248,5,83,9
Bangalore,Petrol,Hatchback,36359,Manual,1,Hyundai,Hyundai i20,2013,1197,Comprehensive,4.0,Blue,4.0,Kappa VTVT Petrol Engine,5,18.5,113.7,1.4816045409242156,82.85,0,4,2,1,8,81,2,9,291
Bangalore,Diesel,SUV,70000,Manual,2,Tata,Tata Harrier,2019,1956,Third Party insurance,4.0,Others,4.0,Kryotec 2.0LTurbocharged Engine,5,17.0,350.0,2.681021528714291,138.1,0,1,7,1,27,224,5,83,293
Bangalore,Petrol,Sedan,30301,Automatic,1,Hyundai,Hyundai Verna,2017,1591,Comprehensive,4.0,Black,4.0,VTVT Petrol Engine,5,17.0,151.0,2.3350522831315472,121.3,0,4,8,0,8,78,2,8,410
Bangalore,Petrol,Hatchback,66000,Manual,1,Hyundai,Hyundai i10,2010,1197,Comprehensive,4.0,Golden,4.0,DOHC Engine,5,20.36,111.8,1.0116009116784799,78.9,0,4,2,1,8,80,2,49,201
Bangalore,Petrol,Hatchback,56010,Manual,1,Hyundai,Hyundai i20,2017,1197,Comprehensive,4.0,White,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.9110228900548727,81.83,0,4,2,1,8,81,2,129,291
Bangalore,Diesel,SUV,47000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2017,2143,Comprehensive,4.0,White,4.0,Diesel Engine,5,17.9,400.0,3.758871825933971,170.0,0,1,7,0,20,177,2,129,209
Bangalore,Diesel,SUV,60000,Manual,2,Nissan,Nissan Terrano,2014,1461,Third Party insurance,4.0,Others,4.0,K9K Diesel Engine,5,19.01,248.0,1.8718021769015913,108.5,0,1,7,1,23,199,5,83,281
Bangalore,Diesel,Hatchback,83829,Manual,1,Maruti,Maruti Swift,2014,1248,Third Party insurance,4.0,Red,4.0,DDiS Diesel Engine,5,25.2,190.0,1.4906543764441336,74.0,0,1,2,1,19,156,5,105,193
Bangalore,Petrol,Hatchback,10000,Automatic,1,Renault,Renault KWID,2020,999,Third Party insurance,3.0,Others,4.0,Petrol Engine,5,22.0,91.0,1.62924053973028,67.0,0,4,2,0,25,206,5,83,311
Bangalore,Diesel,SUV,35000,Automatic,2,Renault,Renault Duster,2016,1461,Comprehensive,4.0,Grey,4.0,dCi THP Diesel Engine,5,19.6,245.0,2.224623551524334,108.45,0,1,7,0,25,204,2,55,425
Bangalore,Petrol,Sedan,51116,Automatic,2,Honda,Honda City,2019,1497,Comprehensive,4.0,White,4.0,i VTEC Engine,5,18.0,145.0,2.3263016196113617,117.6,0,4,8,0,7,56,2,129,429
Bangalore,Diesel,Sedan,80000,Manual,3,Skoda,Skoda Rapid,2016,1498,Third Party insurance,4.0,Others,4.0,Diesel Engine,5,21.14,250.0,1.6094379124341003,103.52,0,1,8,1,26,217,5,83,209
Bangalore,Petrol,Hatchback,40000,Automatic,2,Volkswagen,Volkswagen Polo,2017,1197,Third Party insurance,4.0,Others,4.0,TSI Petrol Engine,5,17.21,175.0,2.2975725511705014,103.5,0,4,2,0,29,260,5,83,357
Bangalore,Petrol,SUV,85565,Automatic,2,Honda,Honda CR-V,2012,2354,Comprehensive,4.0,White,4.0,i-VTEC Engine,5,11.1,218.0,2.2353763433005955,158.8,0,4,7,0,7,55,2,129,435
Bangalore,Petrol,SUV,36916,Manual,1,Ford,Ford Ecosport,2018,1497,Comprehensive,3.0,Others,4.0,Ti-VCT Petrol Engine,5,17.0,150.0,2.1210632163706555,121.36,0,4,7,1,6,45,2,83,360
Bangalore,Diesel,Hatchback,90000,Manual,1,Volkswagen,Volkswagen Polo,2015,1498,Third Party insurance,4.0,Others,4.0,TDI Diesel Engine,5,20.14,230.0,1.7227665977411035,88.8,0,1,2,1,29,260,5,83,346
Bangalore,Petrol,Hatchback,112795,Manual,1,Maruti,Maruti Swift,2012,1197,Comprehensive,4.0,Silver,4.0,K Series Dual jet,5,22.38,113.0,1.5129270120532565,88.5,0,4,2,1,19,156,2,108,258
Bangalore,Petrol,MUV,120000,Manual,2,Toyota,Toyota Innova,2014,1998,Third Party insurance,4.0,Others,4.0,1 TR-FE Petrol Engine,7,11.4,181.0,2.3978952727983707,130.1,0,4,4,1,28,251,5,83,8
Bangalore,Petrol,Hatchback,36685,Manual,2,Honda,Honda Brio,2016,1198,Comprehensive,4.0,Red,4.0,i-VTEC Engine,5,19.4,109.0,1.5303947050936475,86.8,0,4,2,1,7,54,2,105,435
Bangalore,Diesel,SUV,120000,Automatic,2,Hyundai,Hyundai Santa Fe,2012,2199,Third Party insurance,4.0,Others,4.0,CRDi Diesel Engine,7,11.72,436.4,2.1972245773362196,194.3,0,1,7,0,8,72,5,83,174
Bangalore,Petrol,Sedan,4000,Automatic,1,BMW,BMW 6 Series,2022,1998,Comprehensive,4.0,Blue,4.0,TwinPower Turbo inline 4-cylinder engine,4,13.32,400.0,4.3694478524670215,254.79,0,4,8,0,1,13,2,9,378
Bangalore,Petrol,Hatchback,32184,Automatic,2,Maruti,Maruti Baleno,2019,1197,Third Party,4.0,Silver,4.0,VVT Petrol Engine,5,21.4,115.0,2.131796772013764,83.1,0,4,2,0,19,137,4,108,415
Bangalore,Petrol,Hatchback,32279,Manual,1,Maruti,Maruti Baleno RS,2018,998,Comprehensive,3.0,White,4.0,Boosterjet Petrol Engine,5,21.1,150.0,2.0781907597781832,100.5,0,4,2,1,19,138,2,129,168
Bangalore,Petrol,Hatchback,59698,Manual,1,Hyundai,Hyundai i20,2015,1197,Comprehensive,4.0,White,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.7509374747078,81.83,0,4,2,1,8,81,2,129,291
Bangalore,Diesel,SUV,46071,Manual,1,Renault,Renault Captur,2018,1461,Comprehensive,4.0,Grey,4.0,K9K dCi Diesel Engine,5,20.37,240.0,2.2502386126218363,108.45,0,1,7,1,25,203,2,55,284
Bangalore,Diesel,SUV,90000,Manual,1,Maruti,Maruti Vitara Brezza,2017,1248,Third Party insurance,4.0,Yellow,4.0,DDiS 200 Diesel Engine,5,24.3,200.0,2.0731719286662407,88.5,0,1,7,1,19,160,5,131,191
Bangalore,Petrol,SUV,14000,Automatic,1,Jeep,Jeep Compass,2022,1368,Comprehensive,4.0,Green,4.0,1.4L MultiAir Petrol,5,14.1,250.0,3.254242968705492,160.77,0,4,7,0,11,92,2,54,63
Bangalore,Diesel,SUV,74499,Manual,2,Renault,Renault Duster,2013,1461,Third Party,4.0,Brown,4.0,dCi Diesel Engine ,5,20.45,200.0,1.6409365794934714,83.8,0,1,7,1,25,204,4,14,424
Bangalore,Petrol,SUV,56211,Automatic,2,Ford,Ford Ecosport,2017,1497,Comprehensive,3.0,Grey,4.0,Ti-VCT Petrol Engine,5,14.8,150.0,2.050270164379556,121.36,0,4,7,0,6,45,2,55,360
Bangalore,Petrol,Hatchback,9001,Manual,1,Honda,Honda Jazz,2019,1199,Comprehensive,4.0,White,4.0,i-VTEC Petrol Engine,5,18.2,110.0,2.018895041811802,88.7,0,4,2,1,7,59,2,129,436
Bangalore,Diesel,SUV,65457,Automatic,2,Mahindra,Mahindra XUV500,2017,1997,Third Party insurance,4.0,Orange,4.0,mHawk Diesel Engine,7,16.0,320.0,2.506341930508065,140.0,0,1,7,0,16,129,5,80,455
Bangalore,Petrol,Hatchback,23682,Manual,1,Honda,Honda Jazz,2017,1199,Comprehensive,4.0,Red,4.0,i-VTEC Petrol Engine,5,18.7,110.0,1.9810014688665833,88.7,0,4,2,1,7,59,2,105,436
Bangalore,Diesel,Sedan,50000,Manual,1,Hyundai,Hyundai Verna,2020,1582,Third Party insurance,4.0,Red,4.0,U2 VGT Diesel Engine,5,22.0,259.87,2.4423470353692043,126.2,0,1,8,1,8,78,5,105,388
Bangalore,Diesel,Hatchback,134557,Manual,2,Maruti,Maruti Swift,2015,1248,Comprehensive,4.0,White,4.0,DDiS Diesel Engine,5,25.2,190.0,1.8389610707123492,74.0,0,1,2,1,19,156,2,129,193
Bangalore,Diesel,MUV,83007,Manual,2,Maruti,Maruti Ertiga,2014,1248,Comprehensive,4.0,White,4.0,DDiS Diesel Engine,7,20.77,200.0,2.061786606441115,88.8,0,1,4,1,19,144,2,129,193
Bangalore,Petrol,Hatchback,34000,Manual,1,Honda,Honda Jazz,2018,1199,Comprehensive,4.0,Maroon,4.0,i-VTEC Petrol Engine,5,18.7,110.0,2.0082140323914683,88.7,0,4,2,1,7,59,2,62,436
Bangalore,Petrol,Hatchback,81634,Automatic,1,Hyundai,Hyundai Grand i10,2014,1197,Comprehensive,4.0,White,4.0,Kappa VTVT Petrol Engine,5,18.9,114.0,1.589235205116581,82.0,0,4,2,0,8,70,2,129,291
Bangalore,Petrol,Sedan,57284,Automatic,2,Honda,Honda City,2017,1497,Comprehensive,4.0,Brown,4.0,i VTEC Engine,5,18.0,145.0,2.2428350885882717,117.6,0,4,8,0,7,56,2,14,429
Bangalore,Petrol,SUV,70000,Automatic,2,Ford,Ford Ecosport,2016,1499,Third Party insurance,4.0,Silver,4.0,Ti-VCT Petrol Engine,5,15.63,140.0,1.9095425048844386,110.4,0,4,7,0,6,45,5,108,360
Bangalore,Petrol,Hatchback,70000,Manual,2,Honda,Honda Brio,2013,1198,Third Party insurance,4.0,Red,4.0,i-VTEC Engine,5,19.4,109.0,1.1939224684724346,86.8,0,4,2,1,7,54,5,105,435
Bangalore,Petrol,Sedan,46429,Automatic,2,Toyota,Toyota Yaris,2018,1496,Third Party insurance,4.0,White,4.0,1.5 Dual VVT-i Engine,5,17.8,140.0,2.169053700369523,105.5,0,4,8,0,28,255,5,129,66
Bangalore,Petrol,Hatchback,17624,Manual,1,Maruti,Maruti Baleno,2017,1197,Comprehensive,4.0,White,4.0,VVT Petrol Engine,5,21.4,115.0,2.162172939277301,83.1,0,4,2,1,19,137,2,129,415
Bangalore,Diesel,Sedan,100000,Manual,2,Volkswagen,Volkswagen Vento,2012,1598,Third Party insurance,4.0,Blue,4.0,Common Rail Diesel Engine,5,20.54,250.0,1.4469189829363254,103.6,0,1,8,1,29,265,5,9,176
Bangalore,Petrol,Sedan,30000,Manual,1,Honda,Honda City,2019,1497,Third Party insurance,4.0,Others,4.0,i VTEC Engine,5,17.4,145.0,2.3702437414678603,117.6,0,4,8,1,7,56,5,83,429
Bangalore,Petrol,SUV,49690,Manual,2,Ford,Ford Ecosport,2018,1496,Third Party insurance,3.0,Blue,4.0,Ti-VCT Petrol Engine,5,15.9,149.0,2.327277705584417,120.69,0,4,7,1,6,45,5,9,360
Bangalore,Diesel,SUV,110000,Manual,1,Mahindra,Mahindra XUV500,2016,2179,Third Party insurance,4.0,White,4.0,mHawk Diesel Engine,7,16.0,330.0,2.302585092994046,140.0,0,1,7,1,16,129,5,129,455
Bangalore,Petrol,Sedan,50000,Manual,1,Fiat,Fiat Linea,2009,1368,Third Party insurance,4.0,Gray,4.0,Front Wheel Drive,5,16.0,115.0,1.3217558399823195,90.0,0,4,8,1,5,38,5,53,228
Bangalore,Petrol,SUV,55702,Automatic,1,Ford,Ford Ecosport,2018,1497,Comprehensive,3.0,Silver,4.0,Ti-VCT Petrol Engine,5,14.8,150.0,2.1329823086078656,121.36,0,4,7,0,6,45,2,108,360
Bangalore,Diesel,Hatchback,45046,Manual,1,Hyundai,Hyundai i20 Active,2016,1396,Third Party insurance,4.0,Brown,4.0,U2 CRDI Diesel Engine,5,21.19,220.0,2.033397603178429,88.73,0,1,2,1,8,82,5,14,380
Bangalore,Petrol,Hatchback,53000,Manual,2,Maruti,Maruti Ritz,2014,1197,Third Party insurance,4.0,Silver,4.0,K Series Petrol Engine,5,18.5,114.0,1.4350845252893227,85.8,0,4,2,1,19,152,5,108,260
Bangalore,Diesel,Hatchback,94695,Manual,1,Maruti,Maruti Baleno,2016,1248,Third Party insurance,4.0,Red,4.0,DDiS Diesel Engine,5,27.39,190.0,1.922787731634459,74.0,0,1,2,1,19,137,5,105,193
Bangalore,Petrol,Hatchback,22162,Manual,1,Maruti,Maruti Baleno,2019,1197,Zero Dep,4.0,Silver,4.0,VVT Petrol Engine,5,21.4,115.0,2.0831845279586703,83.1,0,4,2,1,19,137,6,108,415
Bangalore,Petrol,Hatchback,70000,Manual,2,Hyundai,Hyundai Santro Xing,2010,1086,Third Party insurance,3.0,Others,4.0,Petrol Engine ,5,17.92,96.1,1.1631508098056809,62.1,0,4,2,1,8,74,5,83,312
Bangalore,Diesel,Sedan,115331,Manual,1,Honda,Honda City,2017,1498,Comprehensive,4.0,Silver,4.0,i DTEC Diesel Engine ,5,26.0,200.0,2.0844290831908747,98.6,0,1,8,1,7,56,2,108,428
Bangalore,Diesel,Sedan,70000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2013,2148,Third Party insurance,4.0,Others,4.0,In-Line Engine,5,10.0,400.0,2.6390573296152584,170.0,0,1,8,0,20,172,5,83,249
Bangalore,Petrol,Hatchback,42233,Manual,2,Maruti,Maruti Swift,2016,1197,Comprehensive,4.0,White,4.0,K Series Dual jet,5,22.38,113.0,1.7011051009599243,88.5,0,4,2,1,19,156,2,129,258
Bangalore,Petrol,Hatchback,20941,Manual,1,Hyundai,Hyundai Grand i10,2019,1197,Comprehensive,4.0,Others,4.0,Kappa VTVT Petrol Engine,5,18.9,113.75,1.8229350866965048,81.86,0,4,2,1,8,70,2,83,291
Bangalore,Diesel,SUV,50000,Manual,2,Maruti,Maruti Vitara Brezza,2018,1248,Third Party insurance,4.0,Red,4.0,DDiS 200 Diesel Engine,5,24.3,200.0,2.302585092994046,88.5,0,1,7,1,19,160,5,105,191
Bangalore,Petrol,SUV,46602,Manual,1,Honda,Honda WR-V,2018,1199,Comprehensive,4.0,Brown,4.0,i-VTEC Petrol Engine,5,17.5,110.0,2.157559320943788,88.7,0,4,7,1,7,62,2,14,436
Bangalore,Diesel,SUV,50000,Automatic,2,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2014,2696,Third Party insurance,5.0,White,4.0,RX270 XVT Diesel Engine ,7,11.18,402.0,2.302585092994046,184.0,0,1,7,0,18,123,5,129,317
Bangalore,Diesel,Hatchback,104000,Manual,2,Maruti,Maruti Swift,2014,1248,Comprehensive,4.0,Red,4.0,DDiS Diesel Engine,5,25.2,190.0,1.6770965609079151,74.0,0,1,2,1,19,156,2,105,193
Bangalore,Diesel,SUV,90000,Manual,1,Ford,Ford Ecosport,2018,1498,Comprehensive,4.0,Brown,4.0,TDCi Diesel Engine,5,23.0,205.0,2.277267285009756,98.96,0,1,7,1,6,45,2,14,345
Bangalore,Petrol,Hatchback,50035,Manual,1,Maruti,Maruti Baleno,2017,1197,Third Party insurance,4.0,Blue,4.0,VVT Petrol Engine,5,21.4,115.0,1.944480556245719,83.1,0,4,2,1,19,137,5,9,415
Bangalore,Petrol,SUV,80000,Manual,1,Tata,Tata Nexon,2021,1199,Third Party insurance,3.0,Gray,4.0,1.2l Turbocharged Revotron Engine,5,17.57,170.0,2.4423470353692043,118.36,0,4,7,1,27,233,5,53,56
Bangalore,Petrol,Hatchback,90000,Manual,2,Hyundai,Hyundai i20,2015,1197,Comprehensive,4.0,Maroon,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.8325814637483102,81.83,0,4,2,1,8,81,2,62,291
Bangalore,Diesel,Sedan,90000,Automatic,4,Mercedes-Benz,Mercedes-Benz E-Class,2011,2143,Third Party insurance,4.0,Others,4.0,4-in-line,5,14.21,500.0,2.302585092994046,203.0,0,1,8,0,20,172,5,83,156
Bangalore,Diesel,Sedan,120000,Manual,1,Toyota,Toyota Corolla Altis,2011,1364,Third Party insurance,4.0,Silver,4.0,SOHC D-4D Diesel Engine,5,21.43,205.0,1.791759469228055,87.2,0,1,8,1,28,244,5,108,330
Bangalore,Petrol,Sedan,25022,Manual,1,Maruti,Maruti Ciaz,2021,1462,Comprehensive,4.0,Others,4.0,K15 Smart Hybrid Petrol Engine,5,20.65,138.0,2.189416394888408,103.25,0,4,8,1,19,142,2,83,272
Bangalore,Diesel,Hatchback,100000,Manual,2,Maruti,Maruti Swift,2012,1248,Third Party insurance,4.0,Others,4.0,DDiS Diesel Engine,5,22.9,190.0,1.4350845252893227,74.0,0,1,2,1,19,156,5,83,193
Bangalore,Petrol,Sedan,26367,Manual,1,Maruti,Maruti Ciaz,2020,1462,Zero Dep,4.0,Others,4.0,K15 Smart Hybrid Petrol Engine,5,20.65,138.0,2.2417729535972883,103.25,0,4,8,1,19,142,6,83,272
Bangalore,Petrol,Sedan,76567,Automatic,2,Hyundai,Hyundai Elantra,2015,1797,Zero Dep,4.0,Silver,4.0,Dual VTVT Petrol Engine,5,14.5,177.5,1.840549633397487,147.5,0,4,8,0,8,68,6,108,214
Bangalore,Diesel,MUV,120000,Manual,2,Toyota,Toyota Innova,2013,2494,Third Party insurance,4.0,Others,4.0,2KD-FTV Diesel Engine,7,12.99,200.0,2.545531271604435,100.6,0,1,4,1,28,251,5,83,141
Bangalore,Petrol,Hatchback,36459,Automatic,2,Hyundai,Hyundai Grand i10,2015,1197,Comprehensive,4.0,Red,4.0,Kappa VTVT Petrol Engine,5,18.9,114.0,1.6582280766035324,82.0,0,4,2,0,8,70,2,105,291
Bangalore,Diesel,SUV,93725,Manual,1,Maruti,Maruti SX4 S Cross,2016,1248,Comprehensive,4.0,Grey,4.0,DDiS 200 Diesel Engine,5,23.65,200.0,2.0149030205422647,88.5,0,1,7,1,19,155,2,55,191
Bangalore,Petrol,Sedan,115599,Automatic,2,Maruti,Maruti Ciaz,2016,1373,Comprehensive,4.0,Silver,4.0,k14B VVT Engine,5,19.12,130.0,1.843719208158766,91.1,0,4,8,0,19,142,2,108,438
Bangalore,Petrol,Sedan,70000,Manual,4,Ford,Ford Ikon,2005,1299,Third Party insurance,4.0,Others,2.0,In-Line Engine,5,13.8,10.7,1.6094379124341003,70.0,0,4,8,1,6,51,5,83,249
Bangalore,Diesel,SUV,77000,Automatic,2,BMW,BMW X5,2019,2993,Comprehensive,6.0,White,4.0,TwinPower Turbo 6-cylinder engine,5,13.38,620.0,4.218772140597153,261.5,0,1,7,0,1,18,2,129,375
Bangalore,Diesel,SUV,100000,Manual,1,Maruti,Maruti Vitara Brezza,2018,1248,Comprehensive,4.0,Red,4.0,DDiS 200 Diesel Engine,5,24.3,200.0,2.1400661634962708,88.5,0,1,7,1,19,160,2,105,191
Bangalore,Petrol,Sedan,72000,Manual,1,Mitsubishi,Mitsubishi Cedia,2008,1999,Third Party insurance,4.0,Silver,4.0,In-Line Engine,5,14.7,17.8,1.095273387402595,115.0,0,4,8,1,22,190,5,108,249
Bangalore,Diesel,Sedan,77000,Automatic,1,Jaguar,Jaguar XF,2013,2179,Comprehensive,4.0,Blue,4.0,Diesel Engine ,5,16.36,450.0,3.0421386463681466,187.7,0,1,8,0,10,90,2,9,210
Bangalore,Diesel,SUV,87101,Automatic,1,Audi,Audi Q7,2013,2967,Comprehensive,6.0,White,4.0,V-Type Diesel Engine,7,12.07,550.0,3.332204510175204,241.4,0,1,7,0,0,7,2,129,393
Bangalore,Petrol,Hatchback,40771,Manual,2,Volkswagen,Volkswagen Polo,2021,999,Third Party,3.0,Silver,4.0,1.0L TSI Petrol,5,18.24,175.0,2.301584592660462,108.62,0,4,2,1,29,260,4,108,23
Bangalore,Petrol,Hatchback,28000,Manual,1,Honda,Honda Jazz,2018,1199,Comprehensive,4.0,Silver,4.0,i-VTEC Petrol Engine,5,18.7,110.0,2.1102132003465894,88.7,0,4,2,1,7,59,2,108,436
Bangalore,Petrol,Hatchback,40000,Manual,3,Maruti,Maruti Wagon R,2008,1061,Comprehensive,3.0,Silver,4.0,FC Petrol Engine,5,18.9,84.0,0.9162907318741551,67.0,0,4,2,1,19,161,2,108,223
Bangalore,Petrol,SUV,26000,Automatic,1,Hyundai,Hyundai Venue,2020,998,Comprehensive,3.0,White,4.0,Kappa 1.0 L Turbo GDi Petrol,5,18.15,172.0,2.5610957881455465,118.35,0,4,7,0,8,77,2,129,285
Bangalore,Petrol,Hatchback,76032,Manual,1,Maruti,Maruti Wagon R,2012,998,Comprehensive,3.0,Silver,4.0,K Series Petrol Engine,5,18.9,90.0,1.1908875647772805,67.1,0,4,2,1,19,161,2,108,260
Bangalore,Petrol,Sedan,113780,Manual,1,Maruti,Maruti Ciaz,2018,1462,Comprehensive,4.0,Blue,4.0,k15B VVT Engine,5,21.56,138.0,1.8961194845522977,103.25,0,4,8,1,19,142,2,9,439
Bangalore,Diesel,Sedan,24000,Automatic,1,Audi,Audi A3,2019,1968,Third Party insurance,4.0,White,4.0,TDI Diesel Engine,5,20.38,320.0,3.131136910560194,143.0,0,1,8,0,0,0,5,129,346
Bangalore,Diesel,SUV,65812,Manual,2,Hyundai,Hyundai Venue,2020,1493,Third Party,4.0,White,4.0,U2 CRDi Diesel,5,23.7,240.26,2.3282528397426234,98.6,0,1,7,1,8,77,4,129,385
Bangalore,Petrol,SUV,10000,Automatic,1,Skoda,Skoda Kushaq,2022,999,Third Party insurance,3.0,Red,4.0,1.0 TSI Petrol Engine,5,17.2,178.0,2.833213344056216,113.98,0,4,7,0,26,214,5,105,15
Bangalore,Petrol,Hatchback,39959,Manual,1,Maruti,Maruti Baleno,2016,1197,Zero Dep,4.0,Orange,4.0,VVT Petrol Engine,5,21.4,115.0,1.918392120161421,83.1,0,4,2,1,19,137,6,80,415
Bangalore,Petrol,SUV,10000,Automatic,1,Hyundai,Hyundai Alcazar,2022,1999,Third Party insurance,4.0,Others,4.0,2.0 l petrol MPi engine,7,14.2,191.0,2.8273136219290276,156.9,0,4,7,0,8,64,5,83,110
Bangalore,Petrol,Hatchback,65484,Manual,3,Maruti,Maruti Alto K10,2016,998,Third Party insurance,3.0,Others,4.0,K10C,5,24.39,89.0,1.1568811967920856,65.71,0,4,2,1,19,136,5,83,267
Bangalore,Petrol,Hatchback,49174,Manual,1,Maruti,Maruti Baleno,2017,1197,Comprehensive,4.0,Red,4.0,VVT Petrol Engine,5,21.4,115.0,1.9286186519452522,83.1,0,4,2,1,19,137,2,105,415
Bangalore,Petrol,SUV,20000,Manual,1,Volkswagen,Volkswagen Taigun,2022,999,Third Party insurance,3.0,Red,4.0,1.0L TSI,5,20.08,178.0,2.5649493574615367,113.98,0,4,7,1,29,262,5,105,22
Bangalore,Petrol,Hatchback,50000,Manual,1,Hyundai,Hyundai i10,2009,1197,Third Party insurance,4.0,Others,4.0,Petrol Engine,5,20.36,111.7,0.9745596399981308,78.9,0,4,2,1,8,80,5,83,311
Bangalore,Petrol,Sedan,40000,Automatic,2,Maruti,Maruti Swift Dzire,2018,1197,Third Party insurance,4.0,Others,4.0,K Series VVT Engine,5,22.0,113.0,1.864080130807681,81.8,0,4,8,0,19,157,5,83,262
Bangalore,Petrol,SUV,30000,Automatic,1,Hyundai,Hyundai Alcazar,2022,1999,Third Party insurance,4.0,White,4.0,2.0 l petrol MPi engine,7,14.2,191.0,2.995732273553991,156.9,0,4,7,0,8,64,5,129,110
Bangalore,Petrol,Coupe,50000,Automatic,3,BMW,BMW 3 Series,2007,2497,Third Party insurance,6.0,Others,4.0,In-Line Engine,5,10.9,25.1,2.1972245773362196,215.0,0,4,1,0,1,9,5,83,249
Bangalore,Petrol,Hatchback,80000,Manual,1,Maruti,Maruti Swift,2020,1197,Third Party insurance,4.0,Others,4.0,VTVT Engine,5,21.21,113.0,1.824549292051046,81.8,0,4,2,1,19,156,5,83,409
Bangalore,Petrol,SUV,20000,Manual,1,MG,MG Astor,2022,1498,Third Party insurance,4.0,Others,4.0,VTi-TECH,5,15.43,144.0,2.6878474937846906,108.49,0,4,7,1,15,109,5,83,412
Bangalore,CNG,Sedan,70000,Manual,1,Hyundai,Hyundai Accent,2010,1495,Third Party insurance,4.0,Others,4.0,Bifuel Engine,5,13.2,124.5,0.7884573603642703,93.7,0,0,8,1,8,63,5,83,165
Bangalore,Diesel,Sedan,90000,Automatic,1,Audi,Audi A4,2014,1968,Third Party insurance,4.0,Others,4.0,TDI Diesel Engine,5,17.11,380.0,2.691243082785829,174.33,0,1,8,0,0,2,5,83,346
Bangalore,Petrol,Hatchback,40000,Manual,1,Renault,Renault KWID,2020,999,Third Party insurance,3.0,Blue,4.0,Petrol Engine,5,21.74,91.0,1.423108334242607,67.0,0,4,2,1,25,206,5,9,311
